Hourly measurement data supplied by UK-air on 28/06/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"VofWH Abingdon Stert St 2",
Latitude,,51.671198,,
Longitude,,-1.281400,,
Site Type,,Urban Traffic,,
Zone,,South East,,
Agglomeration,,#N/A,,
Local Authority,,"White Horse",,
Date,Time,"Nitrogen dioxide",Status
2020-08-22,05:00:00,0.75718,V ugm-3
2020-08-22,06:00:00,1.51795,V ugm-3
2020-08-22,07:00:00,2.92022,V ugm-3
2020-08-22,08:00:00,3.33568,V ugm-3
2020-08-22,09:00:00,3.15987,V ugm-3
2020-08-22,10:00:00,5.03954,V ugm-3
2020-08-22,11:00:00,5.02263,V ugm-3
2020-08-22,12:00:00,5.89797,V ugm-3
2020-08-22,13:00:00,5.71574,V ugm-3
2020-08-22,14:00:00,6.59122,V ugm-3
2020-08-22,15:00:00,6.27157,V ugm-3
2020-08-22,16:00:00,6.40577,V ugm-3
2020-08-22,17:00:00,6.33309,V ugm-3
2020-08-22,18:00:00,7.63274,V ugm-3
2020-08-22,19:00:00,7.06193,V ugm-3
2020-08-22,20:00:00,5.33909,V ugm-3
2020-08-22,21:00:00,5.9811,V ugm-3
2020-08-22,22:00:00,5.30062,V ugm-3
2020-08-22,23:00:00,3.86205,V ugm-3
2020-08-22,24:00:00,2.52917,V ugm-3
2020-08-23,01:00:00,1.65112,V ugm-3
2020-08-23,02:00:00,1.7448,V ugm-3
2020-08-23,03:00:00,0.69227,V ugm-3
2020-08-23,04:00:00,1.1031,V ugm-3
2020-08-23,05:00:00,2.21185,V ugm-3
2020-08-23,06:00:00,3.21767,V ugm-3
2020-08-23,07:00:00,3.71408,V ugm-3
2020-08-23,08:00:00,4.78945,V ugm-3
2020-08-23,09:00:00,5.05091,V ugm-3
2020-08-23,10:00:00,3.93581,V ugm-3
2020-08-23,11:00:00,4.50749,V ugm-3
2020-08-23,12:00:00,7.06245,V ugm-3
2020-08-23,13:00:00,7.19097,V ugm-3
2020-08-23,14:00:00,5.53295,V ugm-3
2020-08-23,15:00:00,4.80328,V ugm-3
2020-08-23,16:00:00,4.98942,V ugm-3
2020-08-23,17:00:00,4.92707,V ugm-3
2020-08-23,18:00:00,4.85827,V ugm-3
2020-08-23,19:00:00,5.88263,V ugm-3
2020-08-23,20:00:00,7.42151,V ugm-3
2020-08-23,21:00:00,7.34354,V ugm-3
2020-08-23,22:00:00,7.39441,V ugm-3
2020-08-23,23:00:00,5.82364,V ugm-3
2020-08-23,24:00:00,4.47492,V ugm-3
2020-08-24,01:00:00,3.37223,V ugm-3
2020-08-24,02:00:00,1.93621,V ugm-3
2020-08-24,03:00:00,1.38461,V ugm-3
2020-08-24,04:00:00,1.57375,V ugm-3
2020-08-24,05:00:00,5.27431,V ugm-3
2020-08-24,06:00:00,7.87079,V ugm-3
2020-08-24,07:00:00,13.70289,V ugm-3
2020-08-24,08:00:00,11.85416,V ugm-3
2020-08-24,09:00:00,10.76672,V ugm-3
2020-08-24,10:00:00,10.0065,V ugm-3
2020-08-24,11:00:00,7.16305,V ugm-3
2020-08-24,12:00:00,7.60567,V ugm-3
2020-08-24,13:00:00,7.63087,V ugm-3
2020-08-24,14:00:00,8.73056,V ugm-3
2020-08-24,15:00:00,8.4354,V ugm-3
2020-08-24,16:00:00,10.81394,V ugm-3
2020-08-24,17:00:00,9.87806,V ugm-3
2020-08-24,18:00:00,10.21076,V ugm-3
2020-08-24,19:00:00,6.06474,V ugm-3
2020-08-24,20:00:00,9.73765,V ugm-3
2020-08-24,21:00:00,9.07294,V ugm-3
2020-08-24,22:00:00,6.66954,V ugm-3
2020-08-24,23:00:00,5.01587,V ugm-3
2020-08-24,24:00:00,5.43733,V ugm-3
2020-08-25,01:00:00,3.18162,V ugm-3
2020-08-25,02:00:00,2.99148,V ugm-3
2020-08-25,03:00:00,8.58333,V ugm-3
2020-08-25,04:00:00,7.78839,V ugm-3
2020-08-25,05:00:00,2.82322,V ugm-3
2020-08-25,06:00:00,14.10985,V ugm-3
2020-08-25,07:00:00,10.13885,V ugm-3
2020-08-25,08:00:00,23.20168,V ugm-3
2020-08-25,09:00:00,15.79022,V ugm-3
2020-08-25,10:00:00,11.11442,V ugm-3
2020-08-25,11:00:00,7.03839,V ugm-3
2020-08-25,12:00:00,6.74633,V ugm-3
2020-08-25,13:00:00,6.23542,V ugm-3
2020-08-25,14:00:00,5.71034,V ugm-3
2020-08-25,15:00:00,5.16214,V ugm-3
2020-08-25,16:00:00,4.81522,V ugm-3
2020-08-25,17:00:00,5.04582,V ugm-3
2020-08-25,18:00:00,4.39053,V ugm-3
2020-08-25,19:00:00,4.80945,V ugm-3
2020-08-25,20:00:00,3.6127,V ugm-3
2020-08-25,21:00:00,2.39716,V ugm-3
2020-08-25,22:00:00,2.40716,V ugm-3
2020-08-25,23:00:00,1.64591,V ugm-3
2020-08-25,24:00:00,1.51324,V ugm-3
2020-08-26,01:00:00,1.46269,V ugm-3
2020-08-26,02:00:00,0.74807,V ugm-3
2020-08-26,03:00:00,1.08868,V ugm-3
2020-08-26,04:00:00,0.5906,V ugm-3
2020-08-26,05:00:00,0.91304,V ugm-3
2020-08-26,06:00:00,3.53395,V ugm-3
2020-08-26,07:00:00,8.7092,V ugm-3
2020-08-26,08:00:00,5.03947,V ugm-3
2020-08-26,09:00:00,3.10816,V ugm-3
2020-08-26,10:00:00,3.57746,V ugm-3
2020-08-26,11:00:00,4.6106,V ugm-3
2020-08-26,12:00:00,5.87528,V ugm-3
2020-08-26,13:00:00,6.47452,V ugm-3
2020-08-26,14:00:00,7.5233,V ugm-3
2020-08-26,15:00:00,8.26832,V ugm-3
2020-08-26,16:00:00,10.93415,V ugm-3
2020-08-26,17:00:00,7.73882,V ugm-3
2020-08-26,18:00:00,9.99717,V ugm-3
2020-08-26,19:00:00,10.99723,V ugm-3
2020-08-26,20:00:00,13.41702,V ugm-3
2020-08-26,21:00:00,15.57134,V ugm-3
2020-08-26,22:00:00,13.49827,V ugm-3
2020-08-26,23:00:00,12.59785,V ugm-3
2020-08-26,24:00:00,9.16725,V ugm-3
2020-08-27,01:00:00,6.67159,V ugm-3
2020-08-27,02:00:00,5.82132,V ugm-3
2020-08-27,03:00:00,5.31146,V ugm-3
2020-08-27,04:00:00,4.36894,V ugm-3
2020-08-27,05:00:00,7.12694,V ugm-3
2020-08-27,06:00:00,17.43746,V ugm-3
2020-08-27,07:00:00,29.51019,V ugm-3
2020-08-27,08:00:00,26.08936,V ugm-3
2020-08-27,09:00:00,16.29495,V ugm-3
2020-08-27,10:00:00,18.71854,V ugm-3
2020-08-27,11:00:00,23.78329,V ugm-3
2020-08-27,12:00:00,24.58953,V ugm-3
2020-08-27,13:00:00,40.28126,V ugm-3
2020-08-27,14:00:00,35.4123,V ugm-3
2020-08-27,15:00:00,44.73504,V ugm-3
2020-08-27,16:00:00,44.93795,V ugm-3
2020-08-27,17:00:00,24.87358,V ugm-3
2020-08-27,18:00:00,20.62334,V ugm-3
2020-08-27,19:00:00,27.9838,V ugm-3
2020-08-27,20:00:00,15.91594,V ugm-3
2020-08-27,21:00:00,12.02249,V ugm-3
2020-08-27,22:00:00,11.69504,V ugm-3
2020-08-27,23:00:00,9.22859,V ugm-3
2020-08-27,24:00:00,8.51493,V ugm-3
2020-08-28,01:00:00,5.97214,V ugm-3
2020-08-28,02:00:00,3.51128,V ugm-3
2020-08-28,03:00:00,1.72143,V ugm-3
2020-08-28,04:00:00,1.38383,V ugm-3
2020-08-28,05:00:00,4.86443,V ugm-3
2020-08-28,06:00:00,16.02518,V ugm-3
2020-08-28,07:00:00,18.70261,V ugm-3
2020-08-28,08:00:00,12.17248,V ugm-3
2020-08-28,09:00:00,11.5853,V ugm-3
2020-08-28,10:00:00,10.74089,V ugm-3
2020-08-28,11:00:00,11.33481,V ugm-3
2020-08-28,12:00:00,18.9393,V ugm-3
2020-08-28,13:00:00,11.74755,V ugm-3
2020-08-28,14:00:00,33.19182,V ugm-3
2020-08-28,15:00:00,23.88108,V ugm-3
2020-08-28,16:00:00,19.15781,V ugm-3
2020-08-28,17:00:00,32.43243,V ugm-3
2020-08-28,18:00:00,22.12584,V ugm-3
2020-08-28,19:00:00,16.83799,V ugm-3
2020-08-28,20:00:00,13.30993,V ugm-3
2020-08-28,21:00:00,5.49736,V ugm-3
2020-08-28,22:00:00,4.89175,V ugm-3
2020-08-28,23:00:00,3.01754,V ugm-3
2020-08-28,24:00:00,3.08848,V ugm-3
2020-08-29,01:00:00,2.48389,V ugm-3
2020-08-29,02:00:00,2.09147,V ugm-3
2020-08-29,03:00:00,1.4584,V ugm-3
2020-08-29,04:00:00,1.88064,V ugm-3
2020-08-29,05:00:00,2.44454,V ugm-3
2020-08-29,06:00:00,3.68266,V ugm-3
2020-08-29,07:00:00,5.52369,V ugm-3
2020-08-29,08:00:00,5.86434,V ugm-3
2020-08-29,09:00:00,8.66085,V ugm-3
2020-08-29,10:00:00,8.51687,V ugm-3
2020-08-29,11:00:00,10.53645,V ugm-3
2020-08-29,12:00:00,10.53472,V ugm-3
2020-08-29,13:00:00,8.99692,V ugm-3
2020-08-29,14:00:00,12.35148,V ugm-3
2020-08-29,15:00:00,10.79307,V ugm-3
2020-08-29,16:00:00,8.81523,V ugm-3
2020-08-29,17:00:00,11.35255,V ugm-3
2020-08-29,18:00:00,11.26387,V ugm-3
2020-08-29,19:00:00,10.37279,V ugm-3
2020-08-29,20:00:00,6.63125,V ugm-3
2020-08-29,21:00:00,6.68744,V ugm-3
2020-08-29,22:00:00,8.44668,V ugm-3
2020-08-29,23:00:00,7.37302,V ugm-3
2020-08-29,24:00:00,5.06416,V ugm-3
2020-08-30,01:00:00,3.55915,V ugm-3
2020-08-30,02:00:00,3.16845,V ugm-3
2020-08-30,03:00:00,1.85238,V ugm-3
2020-08-30,04:00:00,3.10548,V ugm-3
2020-08-30,05:00:00,2.61495,V ugm-3
2020-08-30,06:00:00,2.86302,V ugm-3
2020-08-30,07:00:00,4.80456,V ugm-3
2020-08-30,08:00:00,7.02339,V ugm-3
2020-08-30,09:00:00,9.72053,V ugm-3
2020-08-30,10:00:00,13.29389,V ugm-3
2020-08-30,11:00:00,11.90395,V ugm-3
2020-08-30,12:00:00,13.42473,V ugm-3
2020-08-30,13:00:00,12.25435,V ugm-3
2020-08-30,14:00:00,9.74898,V ugm-3
2020-08-30,15:00:00,10.80172,V ugm-3
2020-08-30,16:00:00,12.7359,V ugm-3
2020-08-30,17:00:00,11.78862,V ugm-3
2020-08-30,18:00:00,18.01769,V ugm-3
2020-08-30,19:00:00,26.59702,V ugm-3
2020-08-30,20:00:00,31.90683,V ugm-3
2020-08-30,21:00:00,29.10435,V ugm-3
2020-08-30,22:00:00,42.18066,V ugm-3
2020-08-30,23:00:00,26.28725,V ugm-3
2020-08-30,24:00:00,28.22731,V ugm-3
2020-08-31,01:00:00,23.15691,V ugm-3
2020-08-31,02:00:00,12.19824,V ugm-3
2020-08-31,03:00:00,11.21979,V ugm-3
2020-08-31,04:00:00,10.57892,V ugm-3
2020-08-31,05:00:00,15.74477,V ugm-3
2020-08-31,06:00:00,13.55995,V ugm-3
2020-08-31,07:00:00,16.96792,V ugm-3
2020-08-31,08:00:00,19.54622,V ugm-3
2020-08-31,09:00:00,29.60295,V ugm-3
2020-08-31,10:00:00,24.91171,V ugm-3
2020-08-31,11:00:00,18.30796,V ugm-3
2020-08-31,12:00:00,27.89023,V ugm-3
2020-08-31,13:00:00,28.57214,V ugm-3
2020-08-31,14:00:00,25.78154,V ugm-3
2020-08-31,15:00:00,20.05784,V ugm-3
2020-08-31,16:00:00,22.45257,V ugm-3
2020-08-31,17:00:00,26.34485,V ugm-3
2020-08-31,18:00:00,44.36399,V ugm-3
2020-08-31,19:00:00,44.57994,V ugm-3
2020-08-31,20:00:00,33.98662,V ugm-3
2020-08-31,21:00:00,40.57018,V ugm-3
2020-08-31,22:00:00,32.4209,V ugm-3
2020-08-31,23:00:00,22.9497,V ugm-3
2020-08-31,24:00:00,26.30246,V ugm-3
2020-09-01,01:00:00,22.39439,V ugm-3
2020-09-01,02:00:00,17.15659,V ugm-3
2020-09-01,03:00:00,12.87272,V ugm-3
2020-09-01,04:00:00,10.71988,V ugm-3
2020-09-01,05:00:00,17.27072,V ugm-3
2020-09-01,06:00:00,34.0492,V ugm-3
2020-09-01,07:00:00,39.69821,V ugm-3
2020-09-01,08:00:00,47.64507,V ugm-3
2020-09-01,09:00:00,39.00641,V ugm-3
2020-09-01,10:00:00,29.52542,V ugm-3
2020-09-01,11:00:00,30.81279,V ugm-3
2020-09-01,12:00:00,42.52495,V ugm-3
2020-09-01,13:00:00,32.96036,V ugm-3
2020-09-01,14:00:00,34.76821,V ugm-3
2020-09-01,15:00:00,35.37805,V ugm-3
2020-09-01,16:00:00,19.9576,V ugm-3
2020-09-01,17:00:00,28.7944,V ugm-3
2020-09-01,18:00:00,37.65778,V ugm-3
2020-09-01,19:00:00,49.81104,V ugm-3
2020-09-01,20:00:00,33.12473,V ugm-3
2020-09-01,21:00:00,34.75405,V ugm-3
2020-09-01,22:00:00,41.84459,V ugm-3
2020-09-01,23:00:00,40.93963,V ugm-3
2020-09-01,24:00:00,30.00086,V ugm-3
2020-09-02,01:00:00,21.8843,V ugm-3
2020-09-02,02:00:00,15.09065,V ugm-3
2020-09-02,03:00:00,11.23188,V ugm-3
2020-09-02,04:00:00,11.24718,V ugm-3
2020-09-02,05:00:00,16.04953,V ugm-3
2020-09-02,06:00:00,23.97809,V ugm-3
2020-09-02,07:00:00,37.84925,V ugm-3
2020-09-02,08:00:00,39.86073,V ugm-3
2020-09-02,09:00:00,43.58974,V ugm-3
2020-09-02,10:00:00,31.23403,V ugm-3
2020-09-02,11:00:00,14.72791,V ugm-3
2020-09-02,12:00:00,15.25398,V ugm-3
2020-09-02,13:00:00,13.60188,V ugm-3
2020-09-02,14:00:00,16.52458,V ugm-3
2020-09-02,15:00:00,27.47284,V ugm-3
2020-09-02,16:00:00,24.1759,V ugm-3
2020-09-02,17:00:00,15.28047,V ugm-3
2020-09-02,18:00:00,16.63528,V ugm-3
2020-09-02,19:00:00,16.8287,V ugm-3
2020-09-02,20:00:00,15.26669,V ugm-3
2020-09-02,21:00:00,12.62978,V ugm-3
2020-09-02,22:00:00,6.38046,V ugm-3
2020-09-02,23:00:00,3.89189,V ugm-3
2020-09-02,24:00:00,2.3203,V ugm-3
2020-09-03,01:00:00,1.46222,V ugm-3
2020-09-03,02:00:00,0.79619,V ugm-3
2020-09-03,03:00:00,1.00437,V ugm-3
2020-09-03,04:00:00,0.74594,V ugm-3
2020-09-03,05:00:00,1.07344,V ugm-3
2020-09-03,06:00:00,5.01038,V ugm-3
2020-09-03,07:00:00,8.94972,V ugm-3
2020-09-03,08:00:00,18.66592,V ugm-3
2020-09-03,09:00:00,16.16232,V ugm-3
2020-09-03,10:00:00,13.72141,V ugm-3
2020-09-03,11:00:00,17.47701,V ugm-3
2020-09-03,12:00:00,15.26886,V ugm-3
2020-09-03,13:00:00,12.50672,V ugm-3
2020-09-03,14:00:00,18.52143,V ugm-3
2020-09-03,15:00:00,11.25611,V ugm-3
2020-09-03,16:00:00,12.12926,V ugm-3
2020-09-03,17:00:00,11.29527,V ugm-3
2020-09-03,18:00:00,9.67981,V ugm-3
2020-09-03,19:00:00,11.19956,V ugm-3
2020-09-03,20:00:00,8.98993,V ugm-3
2020-09-03,21:00:00,7.42907,V ugm-3
2020-09-03,22:00:00,7.14014,V ugm-3
2020-09-03,23:00:00,4.40201,V ugm-3
2020-09-03,24:00:00,3.69299,V ugm-3
2020-09-04,01:00:00,3.31422,V ugm-3
2020-09-04,02:00:00,3.15779,V ugm-3
2020-09-04,03:00:00,3.25515,V ugm-3
2020-09-04,04:00:00,2.81004,V ugm-3
2020-09-04,05:00:00,7.36653,V ugm-3
2020-09-04,06:00:00,19.49941,V ugm-3
2020-09-04,07:00:00,29.68581,V ugm-3
2020-09-04,08:00:00,17.32998,V ugm-3
2020-09-04,09:00:00,18.07939,V ugm-3
2020-09-04,10:00:00,10.84728,V ugm-3
2020-09-04,11:00:00,11.74377,V ugm-3
2020-09-04,12:00:00,10.78606,V ugm-3
2020-09-04,13:00:00,9.55323,V ugm-3
2020-09-04,14:00:00,13.52236,V ugm-3
2020-09-04,15:00:00,12.09518,V ugm-3
2020-09-04,16:00:00,11.57083,V ugm-3
2020-09-04,17:00:00,11.8768,V ugm-3
2020-09-04,18:00:00,11.19268,V ugm-3
2020-09-04,19:00:00,16.89137,V ugm-3
2020-09-04,20:00:00,19.90837,V ugm-3
2020-09-04,21:00:00,14.69524,V ugm-3
2020-09-04,22:00:00,12.40106,V ugm-3
2020-09-04,23:00:00,9.69512,V ugm-3
2020-09-04,24:00:00,8.17475,V ugm-3
2020-09-05,01:00:00,7.8935,V ugm-3
2020-09-05,02:00:00,5.24867,V ugm-3
2020-09-05,03:00:00,5.11787,V ugm-3
2020-09-05,04:00:00,5.7487,V ugm-3
2020-09-05,05:00:00,7.35581,V ugm-3
2020-09-05,06:00:00,12.42337,V ugm-3
2020-09-05,07:00:00,14.57716,V ugm-3
2020-09-05,08:00:00,9.26586,V ugm-3
2020-09-05,09:00:00,5.33853,V ugm-3
2020-09-05,10:00:00,4.28059,V ugm-3
2020-09-05,11:00:00,5.0591,V ugm-3
2020-09-05,12:00:00,6.12456,V ugm-3
2020-09-05,13:00:00,6.65448,V ugm-3
2020-09-05,14:00:00,6.06276,V ugm-3
2020-09-05,15:00:00,7.19191,V ugm-3
2020-09-05,16:00:00,5.01198,V ugm-3
2020-09-05,17:00:00,6.54244,V ugm-3
2020-09-05,18:00:00,5.85144,V ugm-3
2020-09-05,19:00:00,12.35081,V ugm-3
2020-09-05,20:00:00,21.41282,V ugm-3
2020-09-05,21:00:00,21.94842,V ugm-3
2020-09-05,22:00:00,16.94276,V ugm-3
2020-09-05,23:00:00,21.91464,V ugm-3
2020-09-05,24:00:00,17.33459,V ugm-3
2020-09-06,01:00:00,11.84333,V ugm-3
2020-09-06,02:00:00,10.97484,V ugm-3
2020-09-06,03:00:00,8.3861,V ugm-3
2020-09-06,04:00:00,7.36305,V ugm-3
2020-09-06,05:00:00,6.30682,V ugm-3
2020-09-06,06:00:00,6.44933,V ugm-3
2020-09-06,07:00:00,9.28188,V ugm-3
2020-09-06,08:00:00,7.06835,V ugm-3
2020-09-06,09:00:00,6.21587,V ugm-3
2020-09-06,10:00:00,6.01381,V ugm-3
2020-09-06,11:00:00,5.27402,V ugm-3
2020-09-06,12:00:00,6.4079,V ugm-3
2020-09-06,13:00:00,6.44269,V ugm-3
2020-09-06,14:00:00,6.5976,V ugm-3
2020-09-06,15:00:00,7.06565,V ugm-3
2020-09-06,16:00:00,6.82789,V ugm-3
2020-09-06,17:00:00,7.07974,V ugm-3
2020-09-06,18:00:00,10.87203,V ugm-3
2020-09-06,19:00:00,14.97675,V ugm-3
2020-09-06,20:00:00,13.01934,V ugm-3
2020-09-06,21:00:00,18.67484,V ugm-3
2020-09-06,22:00:00,30.17392,V ugm-3
2020-09-06,23:00:00,23.2504,V ugm-3
2020-09-06,24:00:00,23.80115,V ugm-3
2020-09-07,01:00:00,12.47325,V ugm-3
2020-09-07,02:00:00,13.04056,V ugm-3
2020-09-07,03:00:00,9.54255,V ugm-3
2020-09-07,04:00:00,9.46152,V ugm-3
2020-09-07,05:00:00,13.62371,V ugm-3
2020-09-07,06:00:00,22.44821,V ugm-3
2020-09-07,07:00:00,26.68217,V ugm-3
2020-09-07,08:00:00,27.40079,V ugm-3
2020-09-07,09:00:00,21.07223,V ugm-3
2020-09-07,10:00:00,16.96963,V ugm-3
2020-09-07,11:00:00,13.47119,V ugm-3
2020-09-07,12:00:00,12.01738,V ugm-3
2020-09-07,13:00:00,10.10537,V ugm-3
2020-09-07,14:00:00,8.68868,V ugm-3
2020-09-07,15:00:00,9.37486,V ugm-3
2020-09-07,16:00:00,12.44366,V ugm-3
2020-09-07,17:00:00,12.43516,V ugm-3
2020-09-07,18:00:00,8.43679,V ugm-3
2020-09-07,19:00:00,7.68872,V ugm-3
2020-09-07,20:00:00,6.13221,V ugm-3
2020-09-07,21:00:00,5.0438,V ugm-3
2020-09-07,22:00:00,3.99989,V ugm-3
2020-09-07,23:00:00,2.59031,V ugm-3
2020-09-07,24:00:00,2.18439,V ugm-3
2020-09-08,01:00:00,1.82169,V ugm-3
2020-09-08,02:00:00,1.37979,V ugm-3
2020-09-08,03:00:00,0.80913,V ugm-3
2020-09-08,04:00:00,1.25289,V ugm-3
2020-09-08,05:00:00,3.83675,V ugm-3
2020-09-08,06:00:00,9.97133,V ugm-3
2020-09-08,07:00:00,16.52517,V ugm-3
2020-09-08,08:00:00,15.67638,V ugm-3
2020-09-08,09:00:00,13.59866,V ugm-3
2020-09-08,10:00:00,9.75854,V ugm-3
2020-09-08,11:00:00,12.03462,V ugm-3
2020-09-08,12:00:00,11.73444,V ugm-3
2020-09-08,13:00:00,9.89192,V ugm-3
2020-09-08,14:00:00,7.55358,V ugm-3
2020-09-08,15:00:00,8.71516,V ugm-3
2020-09-08,16:00:00,No data,V ugm-3
2020-09-08,17:00:00,8.75909,V ugm-3
2020-09-08,18:00:00,8.12709,V ugm-3
2020-09-08,19:00:00,7.67184,V ugm-3
2020-09-08,20:00:00,6.37187,V ugm-3
2020-09-08,21:00:00,5.4733,V ugm-3
2020-09-08,22:00:00,6.17414,V ugm-3
2020-09-08,23:00:00,4.18432,V ugm-3
2020-09-08,24:00:00,2.04749,V ugm-3
2020-09-09,01:00:00,1.83951,V ugm-3
2020-09-09,02:00:00,1.68625,V ugm-3
2020-09-09,03:00:00,1.24313,V ugm-3
2020-09-09,04:00:00,0.99012,V ugm-3
2020-09-09,05:00:00,2.26806,V ugm-3
2020-09-09,06:00:00,6.33518,V ugm-3
2020-09-09,07:00:00,13.17559,V ugm-3
2020-09-09,08:00:00,17.93102,V ugm-3
2020-09-09,09:00:00,13.84687,V ugm-3
2020-09-09,10:00:00,11.21067,V ugm-3
2020-09-09,11:00:00,9.48955,V ugm-3
2020-09-09,12:00:00,9.29414,V ugm-3
2020-09-09,13:00:00,7.98422,V ugm-3
2020-09-09,14:00:00,10.63441,V ugm-3
2020-09-09,15:00:00,16.68177,V ugm-3
2020-09-09,16:00:00,14.10492,V ugm-3
2020-09-09,17:00:00,20.63844,V ugm-3
2020-09-09,18:00:00,11.33981,V ugm-3
2020-09-09,19:00:00,31.40381,V ugm-3
2020-09-09,20:00:00,30.89863,V ugm-3
2020-09-09,21:00:00,25.15791,V ugm-3
2020-09-09,22:00:00,17.76284,V ugm-3
2020-09-09,23:00:00,16.78633,V ugm-3
2020-09-09,24:00:00,11.90655,V ugm-3
2020-09-10,01:00:00,7.76272,V ugm-3
2020-09-10,02:00:00,7.64677,V ugm-3
2020-09-10,03:00:00,6.64711,V ugm-3
2020-09-10,04:00:00,8.23401,V ugm-3
2020-09-10,05:00:00,14.25387,V ugm-3
2020-09-10,06:00:00,23.23487,V ugm-3
2020-09-10,07:00:00,36.05004,V ugm-3
2020-09-10,08:00:00,38.60052,V ugm-3
2020-09-10,09:00:00,48.28291,V ugm-3
2020-09-10,10:00:00,36.42416,V ugm-3
2020-09-10,11:00:00,30.70966,V ugm-3
2020-09-10,12:00:00,16.86063,V ugm-3
2020-09-10,13:00:00,12.54928,V ugm-3
2020-09-10,14:00:00,16.87069,V ugm-3
2020-09-10,15:00:00,11.56432,V ugm-3
2020-09-10,16:00:00,14.12857,V ugm-3
2020-09-10,17:00:00,14.07554,V ugm-3
2020-09-10,18:00:00,22.27613,V ugm-3
2020-09-10,19:00:00,41.49974,V ugm-3
2020-09-10,20:00:00,40.45356,V ugm-3
2020-09-10,21:00:00,32.5848,V ugm-3
2020-09-10,22:00:00,31.12588,V ugm-3
2020-09-10,23:00:00,29.93455,V ugm-3
2020-09-10,24:00:00,24.71588,V ugm-3
2020-09-11,01:00:00,14.44005,V ugm-3
2020-09-11,02:00:00,14.17301,V ugm-3
2020-09-11,03:00:00,13.40044,V ugm-3
2020-09-11,04:00:00,11.17706,V ugm-3
2020-09-11,05:00:00,14.05539,V ugm-3
2020-09-11,06:00:00,29.74682,V ugm-3
2020-09-11,07:00:00,39.44006,V ugm-3
2020-09-11,08:00:00,41.41676,V ugm-3
2020-09-11,09:00:00,21.32771,V ugm-3
2020-09-11,10:00:00,11.62415,V ugm-3
2020-09-11,11:00:00,12.30898,V ugm-3
2020-09-11,12:00:00,11.75135,V ugm-3
2020-09-11,13:00:00,11.03287,V ugm-3
2020-09-11,14:00:00,12.18071,V ugm-3
2020-09-11,15:00:00,13.0188,V ugm-3
2020-09-11,16:00:00,13.97827,V ugm-3
2020-09-11,17:00:00,15.17256,V ugm-3
2020-09-11,18:00:00,13.66246,V ugm-3
2020-09-11,19:00:00,12.6891,V ugm-3
2020-09-11,20:00:00,13.12831,V ugm-3
2020-09-11,21:00:00,13.08961,V ugm-3
2020-09-11,22:00:00,10.70609,V ugm-3
2020-09-11,23:00:00,5.5706,V ugm-3
2020-09-11,24:00:00,3.76357,V ugm-3
2020-09-12,01:00:00,2.71786,V ugm-3
2020-09-12,02:00:00,2.18638,V ugm-3
2020-09-12,03:00:00,1.36736,V ugm-3
2020-09-12,04:00:00,1.40188,V ugm-3
2020-09-12,05:00:00,2.18091,V ugm-3
2020-09-12,06:00:00,3.26908,V ugm-3
2020-09-12,07:00:00,3.97386,V ugm-3
2020-09-12,08:00:00,6.04483,V ugm-3
2020-09-12,09:00:00,6.55839,V ugm-3
2020-09-12,10:00:00,6.4127,V ugm-3
2020-09-12,11:00:00,5.62216,V ugm-3
2020-09-12,12:00:00,7.90578,V ugm-3
2020-09-12,13:00:00,5.4359,V ugm-3
2020-09-12,14:00:00,6.41435,V ugm-3
2020-09-12,15:00:00,8.09947,V ugm-3
2020-09-12,16:00:00,9.06307,V ugm-3
2020-09-12,17:00:00,7.0911,V ugm-3
2020-09-12,18:00:00,11.80194,V ugm-3
2020-09-12,19:00:00,15.84445,V ugm-3
2020-09-12,20:00:00,26.14964,V ugm-3
2020-09-12,21:00:00,12.28348,V ugm-3
2020-09-12,22:00:00,10.55138,V ugm-3
2020-09-12,23:00:00,7.76929,V ugm-3
2020-09-12,24:00:00,5.25144,V ugm-3
2020-09-13,01:00:00,2.6762,V ugm-3
2020-09-13,02:00:00,2.37026,V ugm-3
2020-09-13,03:00:00,1.58319,V ugm-3
2020-09-13,04:00:00,1.09119,V ugm-3
2020-09-13,05:00:00,2.39033,V ugm-3
2020-09-13,06:00:00,2.35672,V ugm-3
2020-09-13,07:00:00,5.36223,V ugm-3
2020-09-13,08:00:00,5.29131,V ugm-3
2020-09-13,09:00:00,4.95396,V ugm-3
2020-09-13,10:00:00,3.80267,V ugm-3
2020-09-13,11:00:00,5.08333,V ugm-3
2020-09-13,12:00:00,5.51276,V ugm-3
2020-09-13,13:00:00,6.32352,V ugm-3
2020-09-13,14:00:00,5.09677,V ugm-3
2020-09-13,15:00:00,6.81911,V ugm-3
2020-09-13,16:00:00,6.72839,V ugm-3
2020-09-13,17:00:00,8.37784,V ugm-3
2020-09-13,18:00:00,14.61338,V ugm-3
2020-09-13,19:00:00,17.35176,V ugm-3
2020-09-13,20:00:00,23.34627,V ugm-3
2020-09-13,21:00:00,26.88459,V ugm-3
2020-09-13,22:00:00,19.71502,V ugm-3
2020-09-13,23:00:00,20.6003,V ugm-3
2020-09-13,24:00:00,12.37935,V ugm-3
2020-09-14,01:00:00,10.1754,V ugm-3
2020-09-14,02:00:00,11.30315,V ugm-3
2020-09-14,03:00:00,8.59395,V ugm-3
2020-09-14,04:00:00,10.55709,V ugm-3
